,prim_key,car1,car3,car5,car5_resid,RoA,log_total_asset,SUE_earcalldate,leverage,GVKEY,fyear_qtr,cogs_growth_last_year_qtr,sales_growth_last_year_qtr,cash_ratio,debt_assets,debt_capital,cogs_growth_last_qtr,sales_growth_last_qtr,workingcap,oper_lev,quick_ratio,curr_ratio,cash_conversion,inv_turn,asset_turn
21,GV_025180_2010Q4,-0.014693208000000001,0.038022973,0.021408796,0.00406716446298595,0.18639540428938697,0.33787000230655895,0.29906495993716997,-0.00504118166441286,GV_025180,2010Q4,0.127670730108795,0.18651488616462303,0.376,0.511,0.345,0.30279397289316307,0.30807288524194504,1208.1,10.07434944,0.899,1.639,90.802,4.075,1.298
22,GV_025180_2011Q4,0.004387337,-0.017025507,-0.014099796999999999,-0.0270253857867923,0.636491254206778,0.5081813340136021,1.1732955974786499,-0.00450479672637502,GV_025180,2011Q4,0.13448796931303,0.161346863468635,0.32799999999999996,0.5820000000000001,0.446,0.17967003082129698,0.19946643799723698,1457.3,1.573035112,0.8759999999999999,1.6269999999999998,83.76799999999999,4.354,1.463
23,GV_025180_2012Q4,0.028941003,0.0044599340000000005,-0.00414544,-0.0176009924643313,0.140742592936785,0.544777414163508,-1.00608623368325,-0.00479486912007263,GV_025180,2012Q4,0.0862704918032787,0.0737151481452061,0.317,0.547,0.386,0.201836422377147,0.17795206971677602,1489.9,13.46985551,0.8690000000000001,1.7080000000000002,87.391,3.931,1.2990000000000002
24,GV_001837_2008Q1,0.012083110900000001,-0.0198655587,0.00586840560000004,0.009210339984605041,0.163866817341396,0.40988109183133603,,-0.0030365378983672397,GV_001837,2008Q1,0.0914127423822715,0.040082219938335,0.013000000000000001,0.716,0.621,0.5481335952848719,0.4773722627737229,23.0,-8.096,0.7659999999999999,1.101,104.89399999999999,3.242,0.402
25,GV_001837_2009Q1,0.041573944,0.058802050999999994,0.024504249,0.0173431375671165,0.256056016771547,0.41122361555750897,0.28262120084543396,-0.00278436114667163,GV_001837,2009Q1,-0.0786802030456853,-0.016798418972332,0.009000000000000001,0.733,0.645,0.19604612850082398,0.23602484472049698,83.0,-1.799276673,0.695,1.03,106.67,3.575,0.431
26,GV_001837_2010Q1,0.031280916,0.034279013,0.04681771,0.0498784870572618,0.261887038706227,0.47196958267062106,0.0928396232663256,-0.0028769386237830603,GV_001837,2010Q1,-0.0220385674931129,0.00804020100502513,0.013000000000000001,0.726,0.621,0.577777777777778,0.572100313479624,-134.0,-4.02811245,0.7490000000000001,1.129,136.90200000000002,2.521,0.336
27,GV_001837_2011Q1,0.006128184,0.023894676,0.035868775,0.0440635216510597,0.224075237565066,0.489087237874751,-0.15354045172733802,-0.00288851440360649,GV_001837,2011Q1,-0.163380281690141,-0.124626121635095,0.018000000000000002,0.738,0.636,0.234927234927235,0.320300751879699,274.0,-1.784552846,0.627,0.89,123.014,2.6039999999999996,0.325
28,GV_001837_2012Q1,-0.010018255,0.0055201009999999995,0.018850007,0.0299191912046515,0.0749349560344343,0.862723820094068,-0.702639695197534,-0.00264069846575519,GV_001837,2012Q1,0.730639730639731,0.599088838268793,0.055,0.748,0.622,0.825932504440497,0.7772151898734179,-326.0,-2.083086053,0.647,0.89,143.97299999999998,2.367,0.218
29,GV_001837_2013Q1,0.017068317,-0.016207176,-0.028636445,-0.0248055478617013,0.0928587955409765,0.893152263152939,0.11181786404468902,-0.0026516388963940397,GV_001837,2013Q1,0.186770428015564,0.148148148148148,0.059000000000000004,0.7490000000000001,0.611,0.348066298342541,0.323481116584565,-699.0,-8.019900498,0.5870000000000001,0.799,98.334,3.947,0.28
30,GV_001837_2008Q2,0.003923854,-0.016598832,0.004726855,-0.0105667981423359,-0.14390889082123998,0.45139477843868503,-0.7930144878049359,-0.00259759539424172,GV_001837,2008Q2,0.13314447592068,-0.0492505353319058,0.012,0.7240000000000001,0.635,-0.49238578680203005,-0.5612648221343871,64.0,0.9910714290000001,0.6970000000000001,1.0590000000000002,78.444,3.554,0.42100000000000004
31,GV_001837_2009Q2,-0.019838881000000003,-0.034756848,-0.024039438,-0.0371543750952932,-0.0498651309737109,0.40766886082595,0.293011787870077,-0.00275994200645717,GV_001837,2009Q2,-0.2925,-0.150900900900901,0.009000000000000001,0.727,0.63,-0.6101928374655649,-0.621105527638191,35.0,-10.18918919,0.691,1.045,84.99700000000001,3.333,0.429
32,GV_001837_2010Q2,-0.042220895999999994,-0.020516118,-0.014791296,-0.0112357261249095,-0.0727710474585724,0.46789424362073495,-0.0887551718772403,-0.0026796976685407,GV_001837,2010Q2,-0.03886925795053,-0.0477453580901857,0.013000000000000001,0.73,0.627,-0.616901408450704,-0.6420737786640079,-337.0,-7.638297872000001,0.69,1.069,87.00200000000001,2.997,0.355
33,GV_001837_2011Q2,-0.002194953,0.002705595,0.04330486,0.0735064538122528,-0.0646065111177525,0.504905427810877,0.0272937424979129,-0.00272555531273069,GV_001837,2011Q2,-0.0441176470588235,0.0445682451253482,0.02,0.7390000000000001,0.635,-0.562289562289562,-0.5728929384965831,204.0,1.963350785,0.609,0.9,74.626,2.8560000000000003,0.319
34,GV_001837_2012Q2,0.004708285,-0.005547686,-0.025086919,-0.0143707884605618,-0.0633247532339791,0.8642808906154379,0.0381847301379864,-0.00263679023034741,GV_001837,2012Q2,0.8846153846153849,0.829333333333333,0.062,0.748,0.613,-0.523346303501946,-0.511396011396011,-580.0,19.6,0.725,1.025,80.54899999999999,3.4730000000000003,0.27399999999999997
35,GV_001837_2013Q2,-0.002408691,-0.006058518000000001,-0.002460883,0.0015925368054261302,-0.0527396852670365,0.8869857076225491,0.0618159726202531,-0.00271641111385105,GV_001837,2013Q2,0.224489795918367,0.17346938775510198,0.066,0.7490000000000001,0.613,-0.508196721311475,-0.500620347394541,-286.0,-5.551724137999999,0.569,0.778,60.645,5.056,0.301
36,GV_001837_2008Q3,0.051214213,-0.034239861,0.0124315,0.0340174944439462,0.078256682269448,0.443558335101645,0.6901514202564589,-0.0022513385653018803,GV_001837,2008Q3,0.3537906137184121,0.46070460704607,0.01,0.728,0.642,-0.0625,0.213963963963964,118.0,-6.1954022989999995,0.7040000000000001,1.046,81.066,3.48,0.40399999999999997
37,GV_001837_2009Q3,-0.007224239,-0.00045797199999999996,-0.017675856,0.010023561154475,-0.0751464805881539,0.413708794635709,-0.550966578674567,-0.00246618361424626,GV_001837,2009Q3,-0.40266666666666706,-0.43042671614100203,0.012,0.7240000000000001,0.62,-0.20848056537102497,-0.18567639257294397,274.0,4.873015873,0.68,1.046,86.229,3.383,0.426
38,GV_001837_2010Q3,-0.02877151,-0.030159361000000003,-0.024429408,-0.0156191300340667,-0.0511865588753722,0.476531645218762,0.0665603290670082,-0.0023323380176725,GV_001837,2010Q3,0.0892857142857143,0.127035830618893,0.01,0.735,0.633,-0.10294117647058802,-0.0362116991643454,-436.0,3.46,0.6559999999999999,1.005,81.154,2.94,0.344
39,GV_001837_2011Q3,-0.020114662,-0.02159598,-0.024326284,-0.0257179732659933,-0.11977857500527499,0.524356604886269,-0.40594497391,-0.0021710858077132102,GV_001837,2011Q3,-0.069672131147541,-0.147398843930636,0.047,0.742,0.638,-0.126923076923077,-0.21333333333333301,661.0,1.219008264,0.662,0.9690000000000001,74.134,2.855,0.316
40,GV_001837_2012Q3,-0.02162033,-0.036491508,-0.017895611999999998,-0.009489445267827459,-0.0995064052071779,0.878372904100733,0.125289334900291,-0.0023872540397883698,GV_001837,2012Q3,1.0,1.08135593220339,0.052000000000000005,0.748,0.608,-0.073469387755102,-0.104956268221574,-629.0,1.912772586,0.67,0.935,77.00399999999999,3.85,0.265
41,GV_001837_2013Q3,0.003307137,0.00899889,0.020388143,0.0308351967372713,-0.0778659610527152,0.8916272626899491,0.0795143006598524,-0.00249214728888842,GV_001837,2013Q3,-0.118942731277533,-0.0651465798045603,0.07,0.747,0.612,-0.33333333333333304,-0.28695652173913,-316.0,5.266055046,0.5920000000000001,0.802,56.232,5.279,0.306
42,GV_001837_2007Q4,-0.022191522,-0.005226441,-0.00444377,-0.000940226994352591,0.0884636528325172,0.421761101134786,0.31395860904866496,-0.0023987130936504,GV_001837,2007Q4,-0.0910714285714286,-0.0311173974540311,0.013000000000000001,0.728,0.644,0.8375451263537909,0.8563685636856371,166.0,1.60046729,0.7070000000000001,1.12,80.512,3.4130000000000003,0.428
43,GV_001837_2008Q4,0.034465051000000003,0.048400244,0.059282612,0.0815541982408421,0.0979623174971098,0.46194770980633604,0.0581452454721203,-0.001958381122764,GV_001837,2008Q4,0.19253438113948895,0.17518248175182502,0.008,0.7490000000000001,0.665,0.618666666666667,0.49350649350649395,59.0,3.90776699,0.71,1.052,79.197,3.4160000000000004,0.42
44,GV_001837_2009Q4,0.017022119,-0.0074973340000000005,0.009423993,0.0143100834803824,0.0790739714977628,0.493102580972861,-0.0622471531500344,-0.00217947995755335,GV_001837,2009Q4,-0.258649093904448,-0.20745341614906798,0.015,0.743,0.652,1.00892857142857,1.07817589576547,228.0,0.716049383,0.6920000000000001,1.08,89.814,3.355,0.395
45,GV_001837_2010Q4,0.008998241,0.000699822,0.011869132,0.0111533902057255,0.0500459799351075,0.5290031299732411,-0.118986715274784,-0.00207053775566155,GV_001837,2010Q4,0.0688888888888889,0.0423197492163009,0.01,0.7559999999999999,0.667,0.9713114754098359,0.9219653179190749,-266.0,1.0390625,0.605,0.909,75.457,2.9530000000000003,0.341
46,GV_001837_2011Q4,-0.012904621000000002,-0.032141868,-0.034450731,-0.0307504300441559,-0.0669348567970987,0.8920088826589699,-0.867772665765315,-0.0021082455426332603,GV_001837,2011Q4,0.17047817047817004,0.18796992481203,0.04,0.76,0.635,1.48017621145374,1.67796610169492,-338.0,0.12240471,0.792,1.139,74.233,2.867,0.303
47,GV_001837_2012Q4,-0.053356719000000004,-0.047949669,-0.034096117999999995,-0.0309257807222092,0.0198969977109558,0.9015951265575161,0.583397513097693,-0.00218607809428192,GV_001837,2012Q4,0.607460035523979,0.541772151898734,0.057,0.757,0.633,0.993392070484581,0.98371335504886,-670.0,2.230769231,0.586,0.8240000000000001,74.98899999999999,3.991,0.259
48,GV_144520_2008Q1,0.08688366,0.108636195,0.10503904800000001,0.108671678400387,0.137547552987953,-0.9007434576426441,0.18700957547539898,-0.00440112863758806,GV_144520,2008Q1,0.0222239038209601,0.0339820527991435,0.096,0.573,0.395,0.029542336712141005,0.0269116016495336,101.404,9.173634546,1.89,1.89,51.931000000000004,,1.854
49,GV_144520_2009Q1,0.023799558999999998,0.047829580999999996,0.09901393900000001,0.0921435235825225,-5.384302848420099,-1.14460574143893,-29.3307122850415,-0.00393805741129957,GV_144520,2009Q1,-0.141233841342106,-0.149860521197713,0.081,0.5760000000000001,0.40299999999999997,-0.15617868215997,-0.156494379896047,101.89399999999999,-1.231868322,1.6269999999999998,1.6269999999999998,47.948,,1.9069999999999998
50,GV_144520_2010Q1,-0.069146992,0.005016577,-0.008184975,-0.00483350192741617,-0.0748882191062071,-1.20240381691,0.809244145021867,-0.004236178144199821,GV_144520,2010Q1,-0.443732086287524,-0.42589394819607795,0.358,0.562,0.402,-0.00284900284900287,-0.009702967560021541,75.366,14.18331189,2.178,2.178,55.95,,1.473
51,GV_144520_2011Q1,0.034999788,0.040517573,0.06513867400000001,0.0736241166667948,-0.0368595504155882,-0.991141533516114,-0.0273649289294842,-0.00282811541187831,GV_144520,2011Q1,0.48285714285714293,0.5060295616006261,0.113,0.655,0.5589999999999999,-0.0330312312501975,-0.0205284848044733,64.032,24.17712301,1.521,1.521,44.619,,1.449
52,GV_144520_2012Q1,0.097280139,0.089551901,0.106580817,0.11794069721941698,0.0433403047319924,-1.04187853078993,-0.0242525522274298,-0.0028302538243446898,GV_144520,2012Q1,0.0659220796185624,0.0491508537800329,0.043,0.69,0.604,0.0246753899088328,0.0196304485865987,96.318,-19.4045252,1.517,1.517,42.659,,1.617
53,GV_144520_2013Q1,0.006768585,0.003818847,-0.012283687,-0.00816209384618781,0.15911365611942802,-1.03382746136547,0.0296122958673614,-0.0036758184901621296,GV_144520,2013Q1,0.0975195774458022,0.113545218451319,0.059000000000000004,0.6579999999999999,0.5529999999999999,0.0107158576636156,0.0172651014158272,103.044,18.297409100000003,1.86,1.86,40.696999999999996,,1.8119999999999998
54,GV_144520_2008Q2,-0.13771592300000002,-0.10376932400000001,-0.070545805,-0.0855487621265843,0.13113867120622,-0.8997767333872859,0.0364456353913789,-0.00441417228588824,GV_144520,2008Q2,0.0511525304517407,0.0638932741773046,0.075,0.5670000000000001,0.38799999999999996,0.0648428318944377,0.0650492348250808,105.601,286.34706960000005,1.88,1.88,50.705,,1.8219999999999998
55,GV_144520_2009Q2,0.14233172,0.201880649,0.151596131,0.13877188991982997,0.0946269178681844,-1.19665860810893,-0.0564164489041775,-0.00437517350173818,GV_144520,2009Q2,-0.36797260952496796,-0.36314124806918,0.122,0.5820000000000001,0.408,-0.216306057797987,-0.202147478915844,79.47399999999999,-5.354953211000001,1.71,1.71,46.095,,1.949
56,GV_144520_2010Q2,-0.14225063300000002,-0.19822061100000002,-0.16776906800000002,-0.163922802109741,-0.105628495298916,-1.1978451157751202,-0.0495539807615357,-0.004258787353237779,GV_144520,2010Q2,-0.25678007465816,-0.250366576277995,0.431,0.5589999999999999,0.409,0.0470799031476998,0.0417882116487782,78.405,48.20213109,1.973,1.973,40.763000000000005,,1.665
57,GV_144520_2011Q2,-0.136204111,-0.196037655,-0.31682158899999996,-0.28632929917346506,-0.08481676463268699,-0.9950334469986128,-0.026203903442065,-0.00281693045972016,GV_144520,2011Q2,0.483928554911156,0.47775351348454603,0.033,0.675,0.588,0.0478364521080305,0.0222284006394662,66.116,-58.73322684,1.594,1.594,40.516999999999996,,1.453
58,GV_144520_2012Q2,0.019778598,-0.031019876000000002,0.040203534,0.0512103605554033,-0.115066141761011,-1.0427323221920402,-0.0381428666213883,-0.00285396017678217,GV_144520,2012Q2,0.0522598782015719,0.0688298383514201,0.059000000000000004,0.693,0.607,0.0344060588977807,0.0414023991661218,84.096,-311.0633245,1.605,1.605,41.3,,1.66
59,GV_144520_2013Q2,-0.023287053,0.050900720999999996,0.036630192,0.0409743078207491,0.19113948656195498,-1.03781690030023,0.0783436960884284,-0.00381203667393501,GV_144520,2013Q2,0.0634844472878274,0.0770062683959184,0.049,0.643,0.531,0.00232813921937549,0.00723068380136435,99.061,-70.91399051,1.781,1.781,36.263000000000005,,1.882
60,GV_144520_2008Q3,-0.210875245,-0.230501053,-0.157961791,-0.136085100540882,0.162529712830017,-0.9070419099782729,-0.479147281772723,-0.00429874112756726,GV_144520,2008Q3,0.0608763473284692,0.0491129561357059,0.07400000000000001,0.568,0.38799999999999996,0.0165151008242344,0.007429059358919941,89.85,-38.59046919,1.798,1.798,49.422,,1.8359999999999999
61,GV_144520_2009Q3,-0.072617011,-0.11513208300000001,-0.112481926,-0.0844918128293537,-0.21240240658983,-1.23297095323325,-0.10685999084638001,-0.00460257000918218,GV_144520,2009Q3,-0.4838771724356071,-0.471906010526516,0.179,0.575,0.39899999999999997,-0.16989887462791198,-0.164622878377021,69.363,-6.912532203,1.7380000000000002,1.7380000000000002,44.802,,1.976
62,GV_144520_2010Q3,-0.08003021,-0.069481481,-0.035237994,-0.0261370200188429,-1.85070274479723,-1.00058293520602,-0.24102867570907102,-0.0027532705080048603,GV_144520,2010Q3,0.0600087785406091,0.0598471960903358,0.324,0.599,0.478,0.183922080084358,0.18107340469715,55.996,1.103590944,2.005,2.005,40.065,,1.5390000000000001
63,GV_144520_2011Q3,0.046079659,-0.002152388,0.094653863,0.0935528697494557,-1.06559592247758,-1.02694287621332,0.275077663538484,-0.0024501527566288,GV_144520,2011Q3,0.29180827376069396,0.298860549137046,0.037000000000000005,0.6809999999999999,0.596,0.0306428388882309,0.0380957561581489,68.766,-7.664703126,1.5090000000000001,1.5090000000000001,41.101000000000006,,1.473
64,GV_144520_2012Q3,0.036410397000000004,0.052828927000000005,0.043981204,0.0526780667477304,0.106354876099484,-1.0569147143539999,0.013164682973513999,-0.00326214339316793,GV_144520,2012Q3,0.0543348755632164,0.0650899976419833,0.057999999999999996,0.6829999999999999,0.591,0.0326752086628401,0.0344634541491015,78.104,-19.61969112,1.649,1.649,39.928000000000004,,1.723
65,GV_144520_2013Q3,0.08819292199999999,0.104351629,0.0317798,0.0425175497528284,0.18945376196140098,-1.01955438788955,0.00642608662270494,,GV_144520,2013Q3,0.0407218535068749,0.0540481813112927,0.111,0.632,0.515,0.0105720492396814,0.0124122342415426,110.96700000000001,15.49418429,1.831,1.831,35.666,,1.913
66,GV_144520_2007Q4,0.06468785099999999,0.099985975,0.10787427599999999,0.11166851502099,0.141168914004986,-0.929803500439732,-0.287507801567366,-0.00438732957816407,GV_144520,2007Q4,-0.000595065242953237,0.00834115132576696,0.14400000000000002,0.564,0.376,-0.0480344988640952,-0.0478507461692427,114.395,183.73971719999997,2.0069999999999997,2.0069999999999997,51.812,,1.8419999999999999
67,GV_144520_2008Q4,-0.013072302,-0.142226779,-0.17049599,-0.14793370774347597,0.11381078287358001,-0.921310371768088,-0.16088136120883498,-0.00439964202173492,GV_144520,2008Q4,0.0477764652084445,0.0349878803353631,0.08,0.5579999999999999,0.377,-0.059789531275379004,-0.0606703194143753,88.555,-18.79697624,1.715,1.715,48.02,,1.84
68,GV_144520_2009Q4,-0.039107796,-0.14896851,-0.169364386,-0.16418759950447198,-0.24541034055793803,-1.2175249944681898,-0.0989152302780708,-0.00415685938727061,GV_144520,2009Q4,-0.529268159624669,-0.510993504606255,0.429,0.561,0.41700000000000004,-0.142477370413005,-0.130195903989613,74.33800000000001,14.38922037,1.819,1.819,43.925,,1.954
69,GV_144520_2010Q4,0.006492486,0.039825667,0.00032065,-0.000104395778096595,-0.166948719705344,-1.0004328842261,-0.0230072782090277,-0.0027405678231027103,GV_144520,2010Q4,0.529141918972427,0.522674812367828,0.016,0.677,0.5539999999999999,0.237040509394898,0.24964126298117603,61.368,1540.7552449999998,1.86,1.86,42.41,,1.401
70,GV_144520_2011Q4,0.014286421,-0.019164259,0.022311874,0.0263028709710661,-0.19871497943643696,-1.0288896017906302,-0.0164171736389346,-0.0024986708926381103,GV_144520,2011Q4,0.00589256955189941,0.00782923641116878,0.027999999999999997,0.7020000000000001,0.58,-0.0367534548973359,-0.0303616499131026,72.421,-125.3828346,1.52,1.52,39.227,,1.5830000000000002
71,GV_144520_2012Q4,-0.012551052,0.130419536,0.21037998800000002,0.21384102129328103,0.148664446410228,-1.0493281859529,0.0412065536483896,-0.00357672456130161,GV_144520,2012Q4,0.112678001858503,0.116134436373298,0.052000000000000005,0.648,0.527,0.0165491685261776,0.0161082685558725,94.219,37.47784667,1.686,1.686,39.747,,1.7730000000000001
72,GV_144520_2013Q4,0.028483613999999997,-0.060743070999999996,-0.061916897,-0.0561613721020416,0.15665202664781303,-0.969645353196637,0.0711270328938349,-0.0039176290627035894,GV_144520,2013Q4,-0.0155123184398525,0.00329646830024091,0.17,0.632,0.501,-0.0383788610357828,-0.0328166631011884,89.807,5.1742306010000005,1.905,1.905,33.678000000000004,,1.9069999999999998
73,GV_021542_2008Q1,0.027507427,0.048593935,0.10954049199999999,0.0771833036726133,0.769889303285541,-1.8246254750853,0.0516675079095649,-0.00569559387094546,GV_021542,2008Q1,0.165235153692811,0.116463123422256,0.064,0.28600000000000003,0.129,0.00256214796933882,0.0532447262136548,44.592,36.00440044,1.185,2.0340000000000003,80.977,6.372999999999999,1.965
74,GV_021542_2010Q1,-0.029174009,-0.005855163,0.031836915,-0.000801430654853935,0.49658035555819197,-1.74085408826161,-0.393222732390391,-0.00569674069870248,GV_021542,2010Q1,-0.24221770318889801,-0.22912530290002397,0.585,0.262,0.094,-0.0852441327218776,-0.0907095965184039,62.846000000000004,12.46435794,2.184,3.116,99.07600000000001,5.176,1.652
